centroid_max,centroid_min,centroid_mean,centroid_std,centroid_kurtosis,centroid_skew,roloff_max,roloff_min,roloff_mean,roloff_std,roloff_kurtosis,roloff_skew,flux_max,flux_min,flux_mean,flux_std,flux_kurtosis,flux_skew,rmse_max,rmse_min,rmse_mean,rmse_std,rmse_kurtosis,rmse_skew,zcr_max,zcr_min,zcr_mean,zcr_std,zcr_kurtosis,zcr_skew,contrast_max,contrast_min,contrast_mean,contrast_std,contrast_kurtosis,contrast_skew,bandwidth_max,bandwidth_min,bandwidth_mean,bandwidth_std,bandwidth_kurtosis,bandwidth_skew,flatness_max,flatness_min,flatness_mean,flatness_std,flatness_kurtosis,flatness_skew,sample_silence_max,sample_silence_min,sample_silence_mean,sample_silence_std,sample_silence_kurtosis,sample_silence_skew,mfcc_0_max,mfcc_0_min,mfcc_0_mean,mfcc_0_std,mfcc_0_kurtosis,mfcc_0_skew,mfcc_1_max,mfcc_1_min,mfcc_1_mean,mfcc_1_std,mfcc_1_kurtosis,mfcc_1_skew,mfcc_2_max,mfcc_2_min,mfcc_2_mean,mfcc_2_std,mfcc_2_kurtosis,mfcc_2_skew,mfcc_3_max,mfcc_3_min,mfcc_3_mean,mfcc_3_std,mfcc_3_kurtosis,mfcc_3_skew,mfcc_4_max,mfcc_4_min,mfcc_4_mean,mfcc_4_std,mfcc_4_kurtosis,mfcc_4_skew,mfcc_5_max,mfcc_5_min,mfcc_5_mean,mfcc_5_std,mfcc_5_kurtosis,mfcc_5_skew,mfcc_6_max,mfcc_6_min,mfcc_6_mean,mfcc_6_std,mfcc_6_kurtosis,mfcc_6_skew,mfcc_7_max,mfcc_7_min,mfcc_7_mean,mfcc_7_std,mfcc_7_kurtosis,mfcc_7_skew,mfcc_8_max,mfcc_8_min,mfcc_8_mean,mfcc_8_std,mfcc_8_kurtosis,mfcc_8_skew,mfcc_9_max,mfcc_9_min,mfcc_9_mean,mfcc_9_std,mfcc_9_kurtosis,mfcc_9_skew,mfcc_10_max,mfcc_10_min,mfcc_10_mean,mfcc_10_std,mfcc_10_kurtosis,mfcc_10_skew,mfcc_11_max,mfcc_11_min,mfcc_11_mean,mfcc_11_std,mfcc_11_kurtosis,mfcc_11_skew,mfcc_12_max,mfcc_12_min,mfcc_12_mean,mfcc_12_std,mfcc_12_kurtosis,mfcc_12_skew,tempo,genre
4053.9856728037425,925.9340828377008,1727.3818070765265,376.8752248162049,6.097410570196281,1.6606290816194682,7730.419921875,1873.388671875,3671.252922890081,969.9255919830816,1.79139675839056,1.0973237911207065,10.981947074796679,0.0,1.3904378768951347,1.4810929184046993,5.036922532230836,2.1151874300770936,0.36487331986427307,0.020545711740851402,0.12783591449260712,0.05868805944919586,0.09654068006902294,0.6174212098121643,0.2998046875,0.0263671875,0.08304028905645786,0.03118606210249035,5.9249616929635796,1.6806882207818055,48.28916451460973,4.028251827521499,20.526698693370026,8.760241661575213,1.0042064074405506,1.39402882432538,3271.5097343079187,1289.209725717437,1965.765447088672,301.9351706527908,0.6363383448946438,0.3823020654035687,0.0929502546787262,0.00033681944478303194,0.004741949029266834,0.0065286424942314625,55.89516074399653,6.146279811859131,0,0,0.0,0.0,-3.0,0.0,-50.648467476021096,-330.4311729187776,-186.42893815099677,52.12598016244032,-0.3936353028184305,0.06258704175570154,171.17675249765992,43.733582198649586,123.14277902173399,18.38500553755373,0.7882915808621243,-0.33536488055891184,27.911882929157734,-73.71201970896949,-18.490300385850308,16.063756554143357,0.21972071190814813,-0.36361983929136255,74.1211302913392,-3.610540603739584,42.77266254847197,12.850903006870553,-0.012789286545435097,-0.39455587148718946,31.55409699843092,-56.163617939402826,-6.320151145756498,13.469784582387923,-0.19083623103297587,-0.18938088977184353,44.33133830435365,-12.417446605724201,18.8645202483301,10.212465019186237,-0.16154979525452395,-0.2998220702207832,15.369130982284776,-40.81571365602577,-13.694968205772376,9.226648060170207,-0.19064693149992928,-0.03111557977974872,45.46942466457213,-11.86266906094471,15.372292910424651,9.054174798260114,-0.035750287760550226,0.0016279548612863836,19.668632762909162,-41.514903760074255,-12.518891859293202,9.864215142914553,-0.26449020916737975,-0.2519396920633714,42.229424826326905,-18.54327999013903,10.993887345572439,8.54510165879006,0.4231651414816544,0.12894599588906286,20.379590983081904,-35.63579462481141,-8.24782406556377,8.498168373305967,-0.035001506171940644,-0.009925196004554462,32.83099293446025,-16.25517404217843,8.890798613672663,8.065694675551246,-0.1594939887597988,-0.0845761901092313,25.29912350158564,-32.93718576410936,-3.4614666494065593,7.358412944069641,0.46029287761589366,-0.02497577335879588,123.046875,0
5430.12246088078,372.72896065815553,1450.8385225950005,615.045838974539,4.7645417248260555,1.4737250642209276,8204.150390625,258.3984375,3290.599849550464,1727.8054506870335,-0.4066569183221449,0.5654097054771893,17.791126670472472,0.0,1.4434929572351873,1.9961121769745565,12.756147257541842,3.1441777177198307,0.2956313192844391,0.0036674928851425648,0.09391985088586807,0.05249482020735741,0.10712070721942801,0.48242220282554626,0.3974609375,0.0048828125,0.05602734677107502,0.041527684331261736,13.992066599013171,2.8569103674328282,48.775995635107606,5.534489482879292,20.676128259217815,8.237203412065748,1.532888185674345,1.4290120303081326,3311.5420522810696,866.5678720491481,1972.3481839658723,477.56889283600594,-0.4143187906885135,0.08055531538684152,0.06190996244549751,2.6495452402741648e-05,0.002368707675486803,0.005162518005818129,54.89443368283388,6.7088117599487305,0,0,0.0,0.0,-3.0,0.0,-85.46844952763111,-519.970933611736,-280.2680247897615,89.13147905486576,-0.46553363578877915,-0.44751157528196206,203.4201867295693,18.886449883247415,126.09278670528427,25.131196037572337,0.7205012521782583,-0.16926806647351647,59.69293121659524,-80.64232642766184,10.669208315816698,24.87145717141623,1.074292540522733,-0.9923660810302449,77.21474932181802,-29.394103505200164,35.8865460753937,16.801422246270704,-0.08526535266922197,-0.15068723181015098,48.23653217034314,-50.62703004707508,3.7080945603010806,17.437876136500183,-0.5081336509213688,-0.14069998236869366,53.95484514798869,-29.679745896090836,21.239165588768422,13.297552544794465,0.31014134780572133,-0.52678200632466,32.55682760949442,-61.723456200071865,-7.910431643218752,15.122531574527684,-0.08229086105097982,-0.24966226243829615,58.697817971920145,-14.32442391154202,23.24229838839932,12.39976768645909,-0.0951223984380336,0.05405341120759121,26.31842402075396,-58.73656649971754,-9.4570414994647,13.614955377508043,-0.4254978919168937,0.016274483081230084,44.64539850070647,-36.48215599652179,11.574041287361306,10.889738833981943,0.3757424313512714,-0.21978152483694896,28.635344364524688,-41.737212475566125,-4.963641569639321,10.975066794496685,0.20819131692005444,-0.032888801773687755,39.943789664270156,-25.984358858142627,5.159901797524516,10.315730890645076,0.07658381921066315,0.0860753769977047,22.80348939636815,-32.743278241436286,-2.0648048764739353,8.599338166837235,-0.020349290468304027,-0.03709436745872319,107.666015625,0
4709.894987472859,356.7356446956628,1493.9254357661255,419.35203752342943,11.337517836363945,1.898859253938902,6675.29296875,387.59765625,2894.4755111658933,961.8026366058024,0.9017229395170143,0.734855144779307,14.71938702116592,0.0,1.6375182129696664,1.9501013022455311,8.139959979277696,2.491953371913817,0.3566531538963318,0.02014360949397087,0.17327481508255005,0.05955251306295395,-0.5036737396069517,0.20536944270133972,0.4501953125,0.0068359375,0.07628667585073473,0.035153125266852464,34.952626289239944,3.99155398334643,67.98005563611429,4.558865224169454,22.197516533033788,8.725291822932219,0.13404291299031312,0.9396257557595572,2657.716270552206,866.9156910612787,1698.943016568124,306.9006299966946,0.005636735868828513,0.18982523180314811,0.040071889758110046,2.6945728677674197e-05,0.0026492944452911615,0.0036822545807808638,33.57299203623269,4.830816745758057,0,0,0.0,0.0,-3.0,0.0,-30.90065691449683,-430.3692101589602,-165.24361348198138,61.58732055371167,0.6643042041234097,-0.6299981225463804,207.34752621537942,-16.732558717308535,143.56568155714373,24.642489038210883,4.816700722131683,-1.1803929748718498,52.12216832096892,-83.30679847473718,-27.3771051088379,21.78865834638858,0.47141396072493524,0.36889687068944643,96.23605621170779,-5.966405159963548,31.612823986135826,13.29922913354127,2.0979188894911696,0.8869783794453008,39.91172846695643,-68.66266048314,-13.601692695576894,13.644639729789636,1.2322046056726021,-0.20372242846439795,59.268264473911316,-4.677898884789736,25.80951337029737,9.6229799996784,0.22996891679374665,-0.010279014116185432,28.933327296175364,-56.613975553136896,-12.871197889877259,11.57882533134573,0.2566579304804546,0.10969092066869289,36.246418392485765,-38.486975675660375,11.735900438207782,11.415490650844571,1.1911919605858667,-0.8532902918659869,28.645965493426875,-40.483096953229534,-11.041792789857825,9.147036353721118,1.5184631647514042,0.7621969028301924,34.98475777663455,-40.66112127586594,9.517422376294292,9.21249473826798,2.5059395044233828,-0.8989124482944604,12.950500571495764,-48.01555317594761,-12.81029541741985,8.701585439238993,0.8324429826056501,-0.2534132079191025,28.329926169061594,-35.376290802719026,5.717433924484406,8.866829455722684,0.6089972843838396,-0.6186554830316613,23.89142718326015,-33.41983933709379,-8.632957726758761,8.449815348110244,0.41134802303199436,0.5446035881446988,161.4990234375,0
3692.0336588982636,261.9513628930548,996.8127515620926,427.9011995775028,2.704182396833831,1.1113950400523862,7558.154296875,193.798828125,1995.5600393343968,1195.0023031472049,2.1113106433194417,1.3548545181602571,14.61990925849917,0.0,1.2470123351854063,1.7497240145092576,12.688236352219464,3.205211334588312,0.4024776816368103,0.008336815051734447,0.1390259563922882,0.08322256803512573,-0.29972764979228117,0.6081209182739258,0.1953125,0.005859375,0.03330206520688322,0.022570426423548357,6.099031172752415,1.6337976735310011,53.95252564516238,5.438507900878054,21.426268151556844,7.961446211872616,-0.0217727433465158,0.8719332075519572,3179.64124648551,616.0648678690411,1524.2064423387956,420.71513533485114,0.0678987008854266,0.5653958114450404,0.04267213121056557,5.687741577276029e-06,0.0010335075203329325,0.0021054139360785484,142.83530755139475,9.267522811889648,0,0,0.0,0.0,-3.0,0.0,-80.18851854295808,-444.0899754309028,-270.7839336331658,75.19547341388433,-0.41937394958654517,0.05121493768266849,246.16891832836535,52.52202803111983,155.38784132376173,22.940654171957952,1.1019803184929895,0.12540098090599874,47.891411321511384,-63.72264646101759,8.406640828149218,16.8780627936953,1.223076916182559,-0.7145379228202595,67.51110140759806,-27.041609036723617,29.581105479426345,13.53685911042441,0.34049828299567153,-0.4952254417900574,40.476445412317666,-51.477895833478655,3.4684594231369172,17.33183479953448,-0.3901494453689618,-0.3168034385863265,58.01988990045527,-24.925052285047336,16.638302690199268,11.906015959535907,0.06080222766292387,-0.13273296880799737,26.6567661585686,-48.13424765551219,-2.975126166481418,13.443765223738186,0.27574440670138367,-0.7990892613940368,36.483305535126426,-22.74407130339869,11.293258338533121,10.088568298044121,-0.19922470421035499,-0.29372805865285856,29.921301764930387,-34.812142525837814,1.050466510309395,10.527112411691695,-0.2991721452325815,-0.353012508602054,35.137798038926526,-31.41785511162835,9.952422378398243,9.434068176522748,1.3652725121715559,-0.6170690263554323,32.18328285522608,-51.94498106781324,-1.9933199603602125,11.509199671192404,0.2980342636408042,-0.3406943926831927,43.85078079174771,-14.495127075227298,7.283296718010533,7.840205815384623,0.887131459041913,0.3770116876210105,23.160427611339472,-36.74089426964157,-1.3892007973647118,8.387259281318498,0.4373200842503211,-0.28488605535841754,172.265625,0
4484.855104040949,783.1659784449093,1749.047940249138,599.3843911398076,1.6701755478726135,1.1184246174417318,7170.556640625,1033.59375,3389.7724903929816,1315.0430185416444,-0.6083972453869064,0.44196458715328485,12.954987986398017,0.0,1.643323547008425,1.9577555073364752,6.073286984953841,2.2881351872757243,0.33134523034095764,0.006501454394310713,0.08979199081659317,0.05115145817399025,0.901691533624791,0.9524231553077698,0.40234375,0.0322265625,0.10143788065545244,0.04751344830479788,6.229169275295035,2.0270941618815703,54.5266492460319,6.113804166197364,21.466338127703896,7.93638368446028,1.254916507929595,1.244986051947477,2736.462425947612,1020.9201535965808,1699.6085756044354,324.3571280001551,-0.43254782669723113,0.3389003217872475,0.050047215074300766,0.00015710652223788202,0.0031420921441167593,0.004550344776362181,37.10637274255692,5.175053119659424,0,0,0.0,0.0,-3.0,0.0,-70.56226075007757,-444.66899299708814,-235.7080732936402,74.04800045662684,-0.5678863727234518,-0.23086504399591679,195.45235880771742,-17.397950577945863,130.40087884955506,31.104674033802493,0.4851703274859114,-0.6902250823873979,25.679066093439886,-93.30956384329268,-31.384207499612295,19.34239468712877,-0.4126370378642994,0.06347783396950588,89.65065636789049,-21.210566862314163,21.445551764689096,14.796656565510913,0.6709374460659476,0.4102297526496973,18.406227938952632,-95.08295919136097,-31.81455811046184,19.011566182424495,0.04886420177753292,-0.4847042294272667,53.038939428480354,-25.02740925260371,8.821825641621077,12.535806890914722,-0.25327285677105404,0.32431228565877146,2.69281573497571,-66.89147919860832,-23.78976822292093,10.338691954207373,0.4358636739168058,-0.4714811882838119,35.44345823834408,-35.14775692430377,-0.49284137199034006,12.471031688012621,-0.3005154964513328,0.4134124015953368,28.983921672921547,-46.813273685373225,-11.563763446057763,11.93198947022532,0.08239703121850406,-0.08607501361478176,35.82885295404098,-26.282036045975737,0.7757850666997808,10.993097365610202,-0.2881253152813179,0.2259753187065909,30.912804117152987,-45.8262692844645,-12.832285556425289,9.66066263093255,1.7337776581775328,0.5897285368333768,36.29452406829902,-31.00402329654125,-2.459914934222977,9.866879847320215,0.3870032803679977,0.39218149834947363,27.069958790974233,-39.82301114228096,-6.489916276254303,10.058328954049879,0.28232426733772575,0.0993788310606263,135.99917763157896,0
5388.047029700609,581.665394670405,1738.5572138865402,1008.4530139940092,1.2297175957356936,1.3539300311383224,7816.552734375,753.662109375,3300.175713275812,1847.230494872983,-1.0331684048829568,0.5428471229614429,15.215705226100782,0.0,1.518435338698875,2.2519281375588727,9.586905537291681,2.9355096603247106,0.4622038006782532,0.002504512434825301,0.10193473100662231,0.06558366864919662,5.626941518240944,1.9494394063949585,0.5029296875,0.0126953125,0.09403473632057231,0.08211387919454215,7.00062920200382,2.511734727040403,55.906395005952405,6.173006506343045,22.54583103280072,8.176805971659192,1.76521194333736,1.2885383646969795,2889.957850734138,840.3996387827148,1673.1007868727577,483.496173479134,-1.0628427600073052,0.24290992529410838,0.07544620335102081,4.532205639407039e-05,0.0029204334132373333,0.00632191076874733,44.62386745932312,5.737503528594971,0,0,0.0,0.0,-3.0,0.0,-60.19313408598791,-533.7415232603724,-250.06402223532447,86.26710976567874,-0.09962317645603003,-0.42891981804546925,207.49146879222764,-92.31771347622151,123.9031580708263,59.012948532775944,0.5503711690548756,-1.042970828249084,69.98556827519937,-76.7488826283801,-15.16533275212639,26.88352862369048,0.008495721659675937,0.753736941777286,109.5748035383242,-25.757990731637943,30.045365222300347,23.58027192979613,0.7452681951653548,0.7251029179668108,55.801281952854026,-87.36462541514817,-22.26530227993153,21.5965404537234,0.33800529752138964,-0.03038961548131619,59.29142502393509,-26.308805696429747,10.75363995352384,17.060871518111927,-0.49012863517159033,0.4822999577371301,20.825530399428203,-72.23835444488296,-21.549878181521436,13.364559230811354,1.217813375117978,-0.600056335607272,46.856468377412654,-25.664528850719066,2.4729808510654725,12.496924599134305,-0.015012972278008796,0.3507353195714413,30.77577273240306,-52.493111907438546,-8.742066234137573,13.384201210059313,0.37956640174409273,-0.43027822277219074,41.111447351201775,-29.301355163751985,-1.0370715778970632,10.566146061590977,0.2174427976634492,0.5891104374257113,12.859443465394133,-53.18611373591554,-11.729327008597444,9.366539803963336,1.400002871114113,-0.8198077882811406,33.73135500449973,-38.45247032280171,-2.619808604733606,9.634222296405456,0.5057288320478843,0.04217592865945701,20.611841003490397,-36.366957347251116,-9.843189033770656,9.39418307987631,0.2681452727976157,0.466707613682294,112.34714673913044,0
4561.321958466866,369.9788227618219,1370.9881128184502,657.5780236635785,1.3206167610474093,1.0798230992134703,6826.025390625,430.6640625,2643.388037449246,1306.3394274712493,0.26837390655631754,0.9059359264330046,16.464623726046838,0.0,1.6375627094782128,2.3832305362292883,7.565320034939708,2.6216250116581805,0.6163402795791626,0.0028250152245163918,0.1389104127883911,0.09815242141485214,1.1986596201006696,1.0512582063674927,0.404296875,0.015625,0.07305941246133024,0.047193324710824054,5.314162640555015,1.5976541594448006,52.04960369028019,5.27164262490056,23.429540221028684,7.036666863388606,1.5084147306665425,0.9363374238345582,2637.0799431067476,651.1290711600146,1342.603988813326,450.8233205858781,-0.7058306132993009,0.6834066645643714,0.0531308650970459,4.142776560911443e-06,0.0009701796225272119,0.003293209010735154,101.89747537545527,9.175126075744629,0,0,0.0,0.0,-3.0,0.0,-33.70997878272761,-506.6414525875073,-261.35303953518866,98.18790120220253,-0.5759375454264113,-0.18251152248292438,208.18358014790064,-16.552666681148274,133.98253340366736,45.54536021738586,-0.3489033734224565,-0.6754948417050657,61.16652231851928,-116.10852631680126,-29.192415790270427,38.11168373477781,-0.9394442597877664,0.26092074954967936,110.17523463145253,-12.97349231462411,31.796162550502828,22.832651566300267,0.742268075726586,0.9011360372423899,62.68599567233632,-100.56328091206656,11.942443771360786,32.58377277204219,0.10799060399633431,-1.0324477747708565,52.61936899978605,-37.01998210572493,-0.968318691012343,16.73453376217765,-0.6848480823462371,0.16666389570176166,22.625630710383945,-65.60590667214038,-20.898138963464035,12.83270349250513,0.5833133734760176,-0.05901020118865917,34.40725553499122,-35.19023878153632,-0.8047957997072168,10.748705399709698,-0.03409240571779337,0.16023648094287427,24.57465193968744,-52.59305018313336,-6.2225440132345815,12.00506527318654,0.5413055726782443,-0.49360779859137993,33.646074984793415,-55.21547085397221,-5.946006723877732,12.938497722116063,1.699909147483691,-0.6166152620647447,27.4953590729208,-47.45454853198765,-7.8346190757698055,10.056827976766272,1.081055085179785,-0.3945286322554434,30.674779324931414,-37.479429709216575,-3.9329117284957027,8.746286337896933,0.3254560514852063,0.027316702062186716,31.65663166918099,-45.08962086726791,-7.476514936583817,9.853955299300981,1.9687081731308735,-0.3338915528053832,123.046875,0
4660.15761441182,487.3054557771818,1377.5391834027664,663.531538821961,1.7874365723616394,1.2788106788491147,7364.35546875,538.330078125,2799.133215813515,1301.9607725122366,0.14844251336727599,0.8929540436780686,14.933288384348273,0.0,1.5424372661489607,1.9432732136503306,9.52531252062524,2.829325235095566,0.4361627995967865,0.007831616327166557,0.1294216811656952,0.07847230136394501,1.2122761360301189,1.1145256757736206,0.3916015625,0.009765625,0.061453197505800465,0.04512540472070977,8.38213407615408,2.4778106288545203,50.7318735942019,6.192865921551459,22.442509342348426,7.240403924513821,1.3518968125666238,1.193732358550957,2803.836409573913,730.7636540706425,1528.240729729877,429.84977954329844,-0.8997136147010854,0.14743839567179526,0.05499411001801491,1.564647573104594e-05,0.0014095152728259563,0.0034571997821331024,95.16136102536373,8.456624984741211,0,0,0.0,0.0,-3.0,0.0,-24.048963512896815,-483.6783477316687,-251.54209683403164,82.22349254581546,-0.22484600182092418,-0.04785247169001822,216.22298359053588,-26.902039714809383,140.50189378520554,39.762066042360864,0.378435245571743,-0.7279043971247664,56.834117889495,-88.92163661991776,-22.646385092060246,25.423130384479446,-0.227507238394963,0.23447071565672387,108.81385067670115,-8.985911682687668,39.84945821326324,19.832657449729652,0.4045284618987304,0.45804105316358074,53.57145365670197,-67.81135641998111,6.98981644558146,26.10412884862797,-0.4815187512053849,-0.5162734045399316,54.31749482209456,-28.91746536618527,9.822590923320341,12.497529865861813,0.36882607247203536,0.05854351162477094,27.55442528321945,-66.86494080528435,-20.759213850594485,13.350902437595597,-0.007293468078210186,-0.0848002393751729,51.05868304615416,-28.420875781847514,7.040873548922242,13.122621234563839,-0.09269137536933014,0.3863042606631648,26.57654697546393,-59.94005320277953,-11.529400256678105,13.61223354413367,-0.06282271843761755,-0.07023277830002396,32.85593943184343,-44.061831651317306,-4.264654383692176,14.17335610584555,-0.3996100315199924,0.12987492943002457,22.22259397616503,-65.01509473776441,-8.073171618764556,12.78103166625826,2.32710475927459,-1.2480536023977427,30.9461071817123,-40.427701567218705,-6.965659625514641,9.644618345530038,0.8232632626143501,0.004417692890231558,23.98369114433593,-46.37486129528739,-3.887758945981111,10.431473343133517,0.4736165874320708,-0.4475617194282722,92.28515625,0
4150.883341633358,1011.5857208946832,1648.6042811508141,407.6936247775426,3.59521400788491,1.49921601530093,6761.42578125,1722.65625,3654.6159005220416,1138.1957203545528,-0.4214889764779519,0.7734517164861036,9.737998154247354,0.0,1.450756187759068,1.5647741113555502,5.296277940666334,2.123518911506552,0.27592819929122925,0.022041350603103638,0.1408088654279709,0.044224031269550323,-0.2618732122354097,0.47731107473373413,0.2734375,0.005859375,0.06402715342227379,0.030333737867169603,5.394166258120199,1.311997195366463,53.068922285716795,5.718854445257439,22.380886050057644,9.44515696475851,-0.13254030297329367,0.9691049088472232,2843.3133497768076,1285.3044356036366,1998.5852014931627,342.9854767172028,-0.8104130938688816,0.2609662910976871,0.022379713132977486,0.0002330032002646476,0.002692278940230608,0.0032611521892249584,8.95100692009957,2.771683931350708,0,0,0.0,0.0,-3.0,0.0,-68.6451409731376,-336.69770033963334,-193.8468238643243,51.655756460041204,-0.26652431153090683,0.20615057405554701,177.23943637029691,20.372031373362738,123.80402732688556,21.75614277427259,0.11686658610830936,-0.3578250000976765,34.58928641128503,-96.05315861488228,-11.309333627618757,19.780058822375132,0.21899146678928405,-0.4239031978431891,101.84180657263137,8.492047121403894,47.69640897754859,15.36004683842952,0.7163474728810391,0.6535199719910626,27.46382014555707,-58.72494082014694,-5.495611777971032,14.16655726030456,0.16254511799495663,-0.6120446662731531,52.552827159717936,-14.695971612734429,21.396911463089943,11.448065465983104,-0.34650747904946355,-0.2777582237473565,25.455728796642468,-45.53230656661303,-17.129209015858827,8.766671370566256,0.8965902643403232,0.4134967442228823,52.64569312138592,-7.581982292429563,23.352257790233903,10.013425076670067,-0.05333655988264763,-0.11274504538370603,21.59754192377653,-33.62136198101982,-9.756444343273884,7.509369248696401,0.23948921840248216,0.17360807714985746,47.40699381151009,-8.281740001334677,22.01389087967602,8.981245432269635,0.15065947899785703,-0.4068116471973873,25.294102277518974,-37.24815532818866,-5.135048610054014,7.994237650035032,0.46455360913436206,-0.05704987624786871,31.268991208303962,-29.092045914378637,7.150790130666748,8.595400684116559,0.24681403407488878,-0.3482938709430663,25.887057373745122,-38.17390232807277,-11.036624492800753,8.767658235812224,0.4330053279441253,0.2887854347523482,83.35433467741936,0
4861.472299013349,832.4935056796849,1735.8664982997796,541.0275572031488,3.90900883311925,1.4587769793612666,6718.359375,1033.59375,3776.837229009571,1213.5442397154084,-0.7210373352689206,0.2632829922245431,10.543845305824906,0.0,1.2468794425840188,1.1784215998836718,10.877129579097895,2.756949166452086,0.32483628392219543,0.005965829826891422,0.08023126423358917,0.06720629334449768,0.8472694112547816,1.129726767539978,0.439453125,0.0205078125,0.07915518658159319,0.04160902960565261,16.751681402170288,3.0925511397709786,50.41454967587728,4.960131252290816,21.16195009433464,7.956337975250182,1.0821001822383813,1.1275549092012302,2731.470353955585,1182.7757849937764,1935.4509666825559,351.1428820664515,-0.9542291514508912,-0.02929961672246228,0.03212042152881622,0.0001434536388842389,0.002849956974387169,0.003440286498516798,16.923212769179987,3.513197898864746,0,0,0.0,0.0,-3.0,0.0,-118.00228518764712,-448.66736841213265,-283.9144165644811,79.22093804389146,-1.1227387066195536,-0.008882861368423907,178.4750176586686,-46.117596178249244,118.94624652605648,29.119096076884084,1.0660235868095027,-0.6196016190801854,42.74963921407697,-78.05879850033007,-9.6479951309464,26.53496123772877,-0.8593453262041839,-0.424385050077043,123.44355669071993,-1.6941542817485011,39.100533971749364,19.25870319149789,1.0674415156758483,0.9978139695554802,24.84308060204647,-101.14144556415724,-21.42980571339143,23.318518090311606,-0.5598163162253367,-0.5283083975631463,64.57922048134543,-37.578561876399874,12.936167631680505,17.378921607737606,-0.21014368103363257,-0.2604517891093478,17.931206019471368,-62.14253555231063,-10.494275505386947,11.701013608648134,0.8332329956289497,-0.680862016397484,36.952333404289135,-16.188718229894224,9.144799471221074,9.007950733644162,-0.18824192416334817,0.04455182013468116,18.891376399379247,-48.694982860536555,-14.679594138584914,11.185792302971157,-0.15732223386129407,0.1712024466269229,38.80793583097785,-27.180897197638554,4.468396272533196,10.356584003767038,0.23524552322420655,0.33362393458933826,22.924692141770045,-43.19004248932538,-6.593839864246356,9.953722965655116,0.38371873630068754,-0.1657196233741072,36.574832683040505,-27.36391095337178,4.227914903512977,10.655945226637215,-0.38884332631494756,-0.04855971517742408,29.588054450220984,-24.156418724629518,-0.31274959743029423,9.077246350022492,-0.03235408425323749,0.263716795450955,129.19921875,0
